train_number,station_code,station_sequence,scheduled_arrival,actual_arrival,arrival_delay_min,scheduled_distance_km,current_delay_min,section_avg_delay_min,weather_severity,is_weekend,day_of_week,hour_of_day,train_type,priority_score,platform_congestion,num_stops_so_far,halts_scheduled_min
12016,AII,1,2026-08-26 15:45:00,2026-08-26 15:55:12,10.2,0.0,0.0,7.5,0,0,2,15,EXP,0.55,0.5,1,0.0
12016,KSG,2,2026-08-26 16:11:00,2026-08-26 16:19:54,8.9,28.0,10.2,6.1,0,0,2,16,EXP,0.55,0.26,2,2.0
12016,JP,3,2026-08-26 17:45:00,2026-08-26 17:57:00,12.0,134.0,8.9,13.0,0,0,2,17,EXP,0.55,0.71,3,5.0
12016,GADJ,4,2026-08-26 17:58:00,2026-08-26 18:16:30,18.5,140.0,12.0,8.6,3,0,2,17,EXP,0.55,0.22,4,2.0
12016,BKI,5,2026-08-26 18:58:00,2026-08-26 19:02:18,4.3,224.0,18.5,3.0,0,0,2,18,EXP,0.55,0.25,5,2.0
12016,AWR,6,2026-08-26 19:50:00,2026-08-26 19:58:00,8.0,285.0,4.3,4.5,1,0,2,19,EXP,0.55,0.25,6,2.0
12016,RE,7,2026-08-26 21:00:00,2026-08-26 21:13:18,13.3,359.0,8.0,9.0,0,0,2,21,EXP,0.55,0.5,7,2.0
12016,GGN,8,2026-08-26 21:38:00,2026-08-26 21:48:00,10.0,410.0,13.3,8.7,0,0,2,21,EXP,0.55,0.35,8,2.0
12016,DEC,9,2026-08-26 22:00:00,2026-08-26 22:07:00,7.0,427.0,10.0,10.2,0,0,2,22,EXP,0.55,0.35,9,2.0
12016,NDLS,10,2026-08-26 22:40:00,2026-08-26 22:52:30,12.5,442.0,7.0,11.4,0,0,2,22,EXP,0.55,0.95,10,0.0
12017,NDLS,1,2026-08-26 06:45:00,2026-08-26 07:16:18,31.3,0.0,0.0,12.9,1,0,2,6,EXP,0.55,0.95,1,0.0
12017,GZB,2,2026-08-26 07:23:00,2026-08-26 07:46:24,23.4,25.0,31.3,14.4,0,0,2,7,EXP,0.55,0.95,2,2.0
12017,MTC,3,2026-08-26 08:03:00,2026-08-26 08:11:42,8.7,72.0,23.4,8.0,0,0,2,8,EXP,0.55,0.29,3,2.0
12017,MOZ,4,2026-08-26 08:40:00,2026-08-26 09:11:36,31.6,128.0,8.7,8.6,3,0,2,8,EXP,0.55,0.22,4,2.0
12017,SRE,5,2026-08-26 09:50:00,2026-08-26 10:09:12,19.2,186.0,31.6,7.3,2,0,2,9,EXP,0.55,0.61,5,20.0
12017,RK,6,2026-08-26 10:38:00,2026-08-26 11:00:36,22.6,221.0,19.2,5.5,2,0,2,10,EXP,0.55,0.33,6,2.0
12017,HW,7,2026-08-26 11:22:00,2026-08-26 11:27:18,5.3,262.0,22.6,6.8,0,0,2,11,EXP,0.55,0.32,7,5.0
12017,DDN,8,2026-08-26 12:40:00,2026-08-26 12:44:06,4.1,314.0,5.3,6.3,0,0,2,12,EXP,0.55,0.15,8,0.0
12018,DDN,1,2026-08-26 17:00:00,2026-08-26 17:17:42,17.7,0.0,0.0,3.3,3,0,2,17,EXP,0.55,0.15,1,0.0
12018,HW,2,2026-08-26 18:10:00,2026-08-26 18:23:36,13.6,51.0,17.7,6.8,0,0,2,18,EXP,0.55,0.32,2,5.0
12018,RK,3,2026-08-26 18:49:00,2026-08-26 18:55:48,6.8,92.0,13.6,8.5,0,0,2,18,EXP,0.55,0.33,3,2.0
12018,SRE,4,2026-08-26 19:30:00,2026-08-26 19:51:30,21.5,127.0,6.8,13.3,2,0,2,19,EXP,0.55,0.61,4,20.0
12018,MOZ,5,2026-08-26 20:33:00,2026-08-26 20:39:48,6.8,185.0,21.5,2.6,0,0,2,20,EXP,0.55,0.22,5,2.0
12018,MTC,6,2026-08-26 21:15:00,2026-08-26 21:37:24,22.4,241.0,6.8,5.0,2,0,2,21,EXP,0.55,0.29,6,2.0
12018,GZB,7,2026-08-26 22:03:00,2026-08-26 22:14:54,11.9,288.0,22.4,14.4,0,0,2,22,EXP,0.55,0.95,7,2.0
12018,NDLS,8,2026-08-26 22:45:00,2026-08-26 22:59:54,14.9,314.0,11.9,15.9,0,0,2,22,EXP,0.55,0.95,8,0.0
12019,HWH,1,2026-08-26 06:05:00,2026-08-26 06:25:48,20.8,0.0,0.0,12.9,0,0,2,6,EXP,0.55,0.95,1,0.0
12019,DGR,2,2026-08-26 07:48:00,2026-08-26 07:57:42,9.7,157.0,20.8,10.4,0,0,2,7,EXP,0.55,0.62,2,2.0
12019,RNG,3,2026-08-26 08:05:00,2026-08-26 08:09:48,4.8,181.0,9.7,8.0,0,0,2,8,EXP,0.55,0.29,3,1.0
12019,ASN,4,2026-08-26 08:22:00,2026-08-26 08:45:54,23.9,199.0,4.8,17.4,2,0,2,8,EXP,0.55,0.95,4,2.0
12019,DHN,5,2026-08-26 09:20:00,2026-08-26 09:35:30,15.5,258.0,23.9,5.2,1,0,2,9,EXP,0.55,0.43,5,5.0
12019,GMO,6,2026-08-26 09:52:00,2026-08-26 10:13:30,21.5,287.0,15.5,6.1,1,0,2,9,EXP,0.55,0.38,6,20.0
12019,CRP,7,2026-08-26 10:34:00,2026-08-26 10:44:06,10.1,304.0,21.5,5.6,0,0,2,10,EXP,0.55,0.22,7,2.0
12019,BKSC,8,2026-08-26 11:05:00,2026-08-26 11:20:30,15.5,319.0,10.1,7.6,2,0,2,11,EXP,0.55,0.26,8,2.0
12019,MURI,9,2026-08-26 11:56:00,2026-08-26 12:22:06,26.1,371.0,15.5,10.1,2,0,2,11,EXP,0.55,0.34,9,2.0
12019,RNC,10,2026-08-26 13:15:00,2026-08-26 13:20:12,5.2,436.0,26.1,4.1,0,0,2,13,EXP,0.55,0.34,10,0.0
12020,RNC,1,2026-08-26 13:45:00,2026-08-26 13:50:06,5.1,0.0,0.0,5.6,0,0,2,13,EXP,0.55,0.34,1,0.0
12020,MURI,2,2026-08-26 14:53:00,2026-08-26 15:01:48,8.8,62.0,5.1,7.1,0,0,2,14,EXP,0.55,0.34,2,2.0
12020,BKSC,3,2026-08-26 16:00:00,2026-08-26 16:15:18,15.3,114.0,8.8,7.6,0,0,2,16,EXP,0.55,0.26,3,5.0
12020,CRP,4,2026-08-26 16:33:00,2026-08-26 16:40:48,7.8,129.0,15.3,8.6,0,0,2,16,EXP,0.55,0.22,4,2.0
12020,GMO,5,2026-08-26 16:57:00,2026-08-26 17:05:24,8.4,146.0,7.8,4.6,0,0,2,16,EXP,0.55,0.38,5,20.0
12020,DHN,6,2026-08-26 17:43:00,2026-08-26 17:48:36,5.6,175.0,8.4,6.7,0,0,2,17,EXP,0.55,0.43,6,5.0
12020,ASN,7,2026-08-26 18:40:00,2026-08-26 18:52:48,12.8,234.0,5.6,14.4,0,0,2,18,EXP,0.55,0.95,7,2.0
12020,RNG,8,2026-08-26 18:56:00,2026-08-26 19:04:48,8.8,252.0,12.8,8.0,1,0,2,18,EXP,0.55,0.29,8,1.0
12020,DGR,9,2026-08-26 19:14:00,2026-08-26 19:23:48,9.8,276.0,8.8,13.4,0,0,2,19,EXP,0.55,0.62,9,2.0
12020,HWH,10,2026-08-26 21:30:00,2026-08-26 21:41:42,11.7,434.0,9.8,11.4,0,0,2,21,EXP,0.55,0.95,10,0.0
12021,HWH,1,2026-08-26 06:20:00,2026-08-26 06:36:24,16.4,0.0,0.0,12.9,0,0,2,6,EXP,0.55,0.95,1,0.0
12021,KGP,2,2026-08-26 08:00:00,2026-08-26 08:19:48,19.8,116.0,16.4,14.4,0,0,2,8,EXP,0.55,0.95,2,2.0
12021,GTS,3,2026-08-26 09:12:00,2026-08-26 09:21:24,9.4,215.0,19.8,6.4,1,0,2,9,EXP,0.55,0.16,3,1.0
12021,TATA,4,2026-08-26 09:55:00,2026-08-26 10:02:54,7.9,254.0,9.4,12.6,0,0,2,9,EXP,0.55,0.55,4,20.0
12021,SINI,5,2026-08-26 10:38:00,2026-08-26 10:42:18,4.3,281.0,7.9,1.4,0,0,2,10,EXP,0.55,0.12,5,1.0
12021,CBSA,6,2026-08-26 11:13:00,2026-08-26 11:25:30,12.5,316.0,4.3,2.2,0,0,2,11,EXP,0.55,0.06,6,1.0
12021,DPS,7,2026-08-26 12:01:00,2026-08-26 12:07:54,6.9,371.0,12.5,3.7,0,0,2,12,EXP,0.55,0.06,7,2.0
12021,NOMD,8,2026-08-26 12:23:00,2026-08-26 12:25:06,2.1,379.0,6.9,5.0,0,0,2,12,EXP,0.55,0.04,8,1.0
12021,BJMD,9,2026-08-26 12:42:00,2026-08-26 12:58:06,16.1,393.0,2.1,6.6,1,0,2,12,EXP,0.55,0.05,9,2.0
12021,BBN,10,2026-08-26 13:05:00,2026-08-26 13:09:12,4.2,402.0,16.1,0.4,1,0,2,13,EXP,0.55,0.03,10,0.0
12022,BBN,1,2026-08-26 13:45:00,2026-08-26 13:45:42,0.7,0.0,0.0,1.9,0,0,2,13,EXP,0.55,0.03,1,0.0
12022,BJMD,2,2026-08-26 14:04:00,2026-08-26 14:17:24,13.4,9.0,0.7,3.6,0,0,2,14,EXP,0.55,0.05,2,2.0
12022,NOMD,3,2026-08-26 14:26:00,2026-08-26 14:29:00,3.0,23.0,13.4,5.0,0,0,2,14,EXP,0.55,0.04,3,1.0
12022,DPS,4,2026-08-26 14:47:00,2026-08-26 14:58:00,11.0,31.0,3.0,6.7,0,0,2,14,EXP,0.55,0.06,4,2.0
12022,CBSA,5,2026-08-26 15:37:00,2026-08-26 15:39:36,2.6,85.0,11.0,0.7,0,0,2,15,EXP,0.55,0.06,5,1.0
12022,SINI,6,2026-08-26 16:13:00,2026-08-26 16:24:54,11.9,121.0,2.6,2.9,1,0,2,16,EXP,0.55,0.12,6,1.0
12022,TATA,7,2026-08-26 16:45:00,2026-08-26 16:53:12,8.2,148.0,11.9,9.6,0,0,2,16,EXP,0.55,0.55,7,15.0
12022,GTS,8,2026-08-26 17:36:00,2026-08-26 17:49:12,13.2,187.0,8.2,6.4,1,0,2,17,EXP,0.55,0.16,8,2.0
12022,KGP,9,2026-08-26 18:53:00,2026-08-26 19:10:06,17.1,285.0,13.2,17.4,0,0,2,18,EXP,0.55,0.95,9,2.0
12022,SRC,10,2026-08-26 20:16:00,2026-08-26 20:27:42,11.7,394.0,17.1,10.8,0,0,2,20,EXP,0.55,0.9,10,2.0
12022,HWH,11,2026-08-26 20:50:00,2026-08-26 21:03:48,13.8,401.0,11.7,12.9,0,0,2,20,EXP,0.55,0.95,11,0.0
12023,HWH,1,2026-08-26 14:05:00,2026-08-26 14:16:30,11.5,0.0,0.0,12.9,0,0,2,14,EXP,0.55,0.95,1,0.0
12023,DGR,2,2026-08-26 15:58:00,2026-08-26 16:12:12,14.2,157.0,11.5,10.4,0,0,2,15,EXP,0.55,0.62,2,2.0
12023,ASN,3,2026-08-26 16:33:00,2026-08-26 16:56:24,23.4,199.0,14.2,15.9,0,0,2,16,EXP,0.55,0.95,3,9.0
12023,CRJ,4,2026-08-26 17:06:00,2026-08-26 17:13:24,7.4,224.0,23.4,10.2,0,0,2,17,EXP,0.55,0.35,4,1.0
12023,JMT,5,2026-08-26 17:20:00,2026-08-26 17:29:36,9.6,238.0,7.4,1.8,1,0,2,17,EXP,0.55,0.15,5,1.0
12023,MDP,6,2026-08-26 17:53:00,2026-08-26 18:00:24,7.4,280.0,9.6,7.3,0,0,2,17,EXP,0.55,0.48,6,2.0
12023,JSME,7,2026-08-26 18:19:00,2026-08-26 18:28:42,9.7,309.0,7.4,10.3,0,0,2,18,EXP,0.55,0.61,7,3.0
12023,JAJ,8,2026-08-26 19:08:00,2026-08-26 19:18:42,10.7,353.0,9.7,9.8,1,0,2,19,EXP,0.55,0.44,8,5.0
12023,JMU,9,2026-08-26 19:29:00,2026-08-26 19:31:54,2.9,379.0,10.7,8.3,0,0,2,19,EXP,0.55,0.19,9,2.0
12023,LKR,10,2026-08-26 19:44:00,2026-08-26 19:57:30,13.5,408.0,2.9,3.6,0,0,2,19,EXP,0.55,0.3,10,2.0
12023,HTZ,11,2026-08-26 20:17:00,2026-08-26 20:18:30,1.5,434.0,13.5,4.0,0,0,2,20,EXP,0.55,0.21,11,2.0
12023,MKA,12,2026-08-26 20:27:00,2026-08-26 20:37:42,10.7,441.0,1.5,8.5,0,0,2,20,EXP,0.55,0.46,12,2.0
12023,PNC,13,2026-08-26 21:43:00,2026-08-26 21:58:36,15.6,521.0,10.7,11.7,0,0,2,21,EXP,0.55,0.6,13,2.0
12023,PNBE,14,2026-08-26 22:45:00,2026-08-26 23:02:48,17.8,530.0,15.6,17.4,0,0,2,22,EXP,0.55,0.95,14,0.0
12024,PNBE,1,2026-08-26 05:35:00,2026-08-26 05:49:06,14.1,0.0,0.0,12.9,0,0,2,5,EXP,0.55,0.95,1,0.0
12024,PNC,2,2026-08-26 05:50:00,2026-08-26 06:08:54,18.9,9.0,14.1,10.2,0,0,2,5,EXP,0.55,0.6,2,2.0
12024,MKA,3,2026-08-26 06:42:00,2026-08-26 06:48:42,6.7,89.0,18.9,10.0,0,0,2,6,EXP,0.55,0.46,3,2.0
12024,HTZ,4,2026-08-26 06:49:00,2026-08-26 07:01:00,12.0,96.0,6.7,8.5,1,0,2,6,EXP,0.55,0.21,4,2.0
12024,LKR,5,2026-08-26 07:13:00,2026-08-26 07:34:18,21.3,122.0,12.0,3.6,3,0,2,7,EXP,0.55,0.3,5,1.0
12024,JMU,6,2026-08-26 07:37:00,2026-08-26 07:51:12,14.2,151.0,21.3,3.8,0,0,2,7,EXP,0.55,0.19,6,2.0
12024,JAJ,7,2026-08-26 08:21:00,2026-08-26 08:38:48,17.8,177.0,14.2,8.3,2,0,2,8,EXP,0.55,0.44,7,5.0
12024,JSME,8,2026-08-26 08:56:00,2026-08-26 09:24:06,28.1,221.0,17.8,11.8,0,0,2,8,EXP,0.55,0.61,8,3.0
12024,MDP,9,2026-08-26 09:22:00,2026-08-26 09:52:30,30.5,250.0,28.1,11.8,2,0,2,9,EXP,0.55,0.48,9,2.0
12024,JMT,10,2026-08-26 09:52:00,2026-08-26 10:07:36,15.6,292.0,30.5,1.8,2,0,2,9,EXP,0.55,0.15,10,1.0
12024,CRJ,11,2026-08-26 10:08:00,2026-08-26 10:33:30,25.5,306.0,15.6,5.7,2,0,2,10,EXP,0.55,0.35,11,1.0
12024,ASN,12,2026-08-26 10:43:00,2026-08-26 11:17:12,34.2,331.0,25.5,14.4,2,0,2,10,EXP,0.55,0.95,12,4.0
12024,DGR,13,2026-08-26 11:17:00,2026-08-26 11:25:18,8.3,373.0,34.2,11.9,0,0,2,11,EXP,0.55,0.62,13,2.0
12024,HWH,14,2026-08-26 13:25:00,2026-08-26 13:46:18,21.3,531.0,8.3,17.4,0,0,2,13,EXP,0.55,0.95,14,0.0
12025,PUNE,1,2026-08-26 05:50:00,2026-08-26 06:05:54,15.9,0.0,0.0,12.9,0,0,2,5,EXP,0.55,0.95,1,0.0
12025,SUR,2,2026-08-26 09:10:00,2026-08-26 09:16:18,6.3,265.0,15.9,8.4,0,0,2,9,EXP,0.55,0.45,2,3.0
12025,GR,3,2026-08-26 10:40:00,2026-08-26 10:47:48,7.8,378.0,6.3,8.5,0,0,2,10,EXP,0.55,0.33,3,2.0
12025,WADI,4,2026-08-26 11:27:00,2026-08-26 11:44:48,17.8,414.0,7.8,9.6,0,0,2,11,EXP,0.55,0.3,4,3.0
12025,TDU,5,2026-08-26 12:18:00,2026-08-26 12:36:42,18.7,485.0,17.8,2.2,2,0,2,12,EXP,0.55,0.18,5,2.0
12025,VKB,6,2026-08-26 12:54:00,2026-08-26 13:02:48,8.8,526.0,18.7,4.3,1,0,2,12,EXP,0.55,0.23,6,1.0
12025,BMT,7,2026-08-26 13:39:00,2026-08-26 14:12:18,33.3,593.0,8.8,10.4,2,0,2,13,EXP,0.55,0.62,7,1.0
12025,SC,8,2026-08-26 14:20:00,2026-08-26 14:48:18,28.3,598.0,33.3,15.9,0,0,2,14,EXP,0.55,0.95,8,0.0
12026,SC,1,2026-08-26 14:45:00,2026-08-26 15:18:30,33.5,0.0,0.0,12.9,3,0,2,14,EXP,0.55,0.95,1,0.0
12026,BMT,2,2026-08-26 14:53:00,2026-08-26 15:08:30,15.5,4.0,33.5,10.4,0,0,2,14,EXP,0.55,0.62,2,2.0
12026,VKB,3,2026-08-26 15:44:00,2026-08-26 16:16:12,32.2,72.0,15.5,7.3,3,0,2,15,EXP,0.55,0.23,3,1.0
12026,TDU,4,2026-08-26 16:14:00,2026-08-26 16:24:24,10.4,113.0,32.2,8.2,0,0,2,16,EXP,0.55,0.18,4,1.0
12026,WADI,5,2026-08-26 17:19:00,2026-08-26 17:23:06,4.1,183.0,10.4,3.6,0,0,2,17,EXP,0.55,0.3,5,3.0
12026,GR,6,2026-08-26 17:53:00,2026-08-26 18:02:24,9.4,220.0,4.1,5.5,1,0,2,17,EXP,0.55,0.33,6,3.0
12026,SUR,7,2026-08-26 19:37:00,2026-08-26 19:42:18,5.3,333.0,9.4,8.4,0,0,2,19,EXP,0.55,0.45,7,3.0
12026,PUNE,8,2026-08-26 23:10:00,2026-08-26 23:30:36,20.6,598.0,5.3,15.9,0,0,2,23,EXP,0.55,0.95,8,0.0
12027,MAS,1,2026-08-26 17:30:00,2026-08-26 17:48:06,18.1,0.0,0.0,10.5,1,0,2,17,EXP,0.55,0.75,1,0.0
12027,KPD,2,2026-08-26 19:08:00,2026-08-26 19:21:06,13.1,128.0,18.1,14.4,0,0,2,19,EXP,0.55,0.95,2,2.0
12027,BNC,3,2026-08-26 22:09:00,2026-08-26 22:19:18,10.3,356.0,13.1,9.2,1,0,2,22,EXP,0.55,0.39,3,1.0
12027,SBC,4,2026-08-26 22:30:00,2026-08-26 22:47:48,17.8,360.0,10.3,13.8,0,0,2,22,EXP,0.55,0.65,4,0.0
12028,SBC,1,2026-08-26 06:00:00,2026-08-26 06:08:24,8.4,0.0,0.0,9.3,0,0,2,6,EXP,0.55,0.65,1,0.0
12028,BNC,2,2026-08-26 06:08:00,2026-08-26 06:13:36,5.6,4.0,8.4,7.7,0,0,2,6,EXP,0.55,0.39,2,1.0
12028,KPD,3,2026-08-26 08:58:00,2026-08-26 09:12:12,14.2,231.0,5.6,15.9,0,0,2,8,EXP,0.55,0.95,3,2.0
12028,MAS,4,2026-08-26 11:00:00,2026-08-26 11:15:42,15.7,361.0,14.2,15.0,0,0,2,11,EXP,0.55,0.75,4,0.0
12029,NDLS,1,2026-08-26 07:20:00,2026-08-26 07:35:36,15.6,0.0,0.0,12.9,0,0,2,7,EXP,0.55,0.95,1,0.0
12029,UMB,2,2026-08-26 09:55:00,2026-08-26 10:11:54,16.9,198.0,15.6,14.4,0,0,2,9,EXP,0.55,0.95,2,2.0
12029,RPJ,3,2026-08-26 10:18:00,2026-08-26 10:23:12,5.2,226.0,16.9,8.3,0,0,2,10,EXP,0.55,0.32,3,2.0
12029,LDH,4,2026-08-26 11:30:00,2026-08-26 11:53:18,23.3,312.0,5.2,17.0,1,0,2,11,EXP,0.55,0.92,4,3.0
12029,PGW,5,2026-08-26 12:00:00,2026-08-26 12:18:30,18.5,347.0,23.3,4.2,1,0,2,12,EXP,0.55,0.35,5,2.0
12029,JUC,6,2026-08-26 12:25:00,2026-08-26 12:34:42,9.7,368.0,18.5,8.9,0,0,2,12,EXP,0.55,0.62,6,2.0
12029,BEAS,7,2026-08-26 12:58:00,2026-08-26 13:05:06,7.1,405.0,9.7,8.0,0,0,2,12,EXP,0.55,0.42,7,2.0
12029,ASR,8,2026-08-26 13:45:00,2026-08-26 13:54:18,9.3,447.0,7.1,10.4,0,0,2,13,EXP,0.55,0.49,8,0.0
12030,ASR,1,2026-08-26 16:50:00,2026-08-26 16:56:12,6.2,0.0,0.0,7.4,0,0,2,16,EXP,0.55,0.49,1,0.0
12030,BEAS,2,2026-08-26 17:18:00,2026-08-26 17:26:42,8.7,42.0,6.2,8.0,0,0,2,17,EXP,0.55,0.42,2,2.0
12030,JUC,3,2026-08-26 17:54:00,2026-08-26 18:04:00,10.0,78.0,8.7,11.9,0,0,2,17,EXP,0.55,0.62,3,3.0
12030,PGW,4,2026-08-26 18:13:00,2026-08-26 18:18:42,5.7,99.0,10.0,10.2,0,0,2,18,EXP,0.55,0.35,4,2.0
12030,LDH,5,2026-08-26 18:50:00,2026-08-26 19:06:30,16.5,135.0,5.7,11.0,0,0,2,18,EXP,0.55,0.92,5,5.0
12030,RPJ,6,2026-08-26 19:56:00,2026-08-26 20:15:54,19.9,221.0,16.5,5.3,1,0,2,19,EXP,0.55,0.32,6,2.0
12030,UMB,7,2026-08-26 20:30:00,2026-08-26 20:45:36,15.6,249.0,19.9,14.4,0,0,2,20,EXP,0.55,0.95,7,2.0
12030,NDLS,8,2026-08-26 23:05:00,2026-08-26 23:30:42,25.7,447.0,15.6,15.9,1,0,2,23,EXP,0.55,0.95,8,0.0
12031,NDLS,1,2026-08-26 07:20:00,2026-08-26 07:38:54,18.9,0.0,0.0,12.9,0,0,2,7,EXP,0.55,0.95,1,0.0
12031,UMB,2,2026-08-26 09:55:00,2026-08-26 10:31:24,36.4,198.0,18.9,14.4,2,0,2,9,EXP,0.55,0.95,2,2.0
12031,RPJ,3,2026-08-26 10:18:00,2026-08-26 10:29:54,11.9,226.0,36.4,8.3,0,0,2,10,EXP,0.55,0.32,3,2.0
12031,LDH,4,2026-08-26 11:30:00,2026-08-26 11:46:54,16.9,312.0,11.9,17.0,0,0,2,11,EXP,0.55,0.92,4,3.0
12031,PGW,5,2026-08-26 12:00:00,2026-08-26 12:05:42,5.7,347.0,16.9,4.2,0,0,2,12,EXP,0.55,0.35,5,2.0
12031,JUC,6,2026-08-26 12:25:00,2026-08-26 12:38:30,13.5,368.0,5.7,8.9,1,0,2,12,EXP,0.55,0.62,6,2.0
12031,BEAS,7,2026-08-26 12:58:00,2026-08-26 13:11:54,13.9,405.0,13.5,8.0,1,0,2,12,EXP,0.55,0.42,7,2.0
12031,ASR,8,2026-08-26 13:45:00,2026-08-26 14:00:48,15.8,447.0,13.9,10.4,0,0,2,13,EXP,0.55,0.49,8,0.0
12032,ASR,1,2026-08-26 16:50:00,2026-08-26 17:07:54,17.9,0.0,0.0,7.4,0,0,2,16,EXP,0.55,0.49,1,0.0
12032,BEAS,2,2026-08-26 17:18:00,2026-08-26 17:24:36,6.6,42.0,17.9,8.0,0,0,2,17,EXP,0.55,0.42,2,2.0
12032,JUC,3,2026-08-26 17:54:00,2026-08-26 18:04:12,10.2,78.0,6.6,11.9,0,0,2,17,EXP,0.55,0.62,3,3.0
12032,PGW,4,2026-08-26 18:13:00,2026-08-26 18:29:12,16.2,99.0,10.2,10.2,0,0,2,18,EXP,0.55,0.35,4,2.0
12032,LDH,5,2026-08-26 18:50:00,2026-08-26 19:15:24,25.4,135.0,16.2,11.0,0,0,2,18,EXP,0.55,0.92,5,5.0
12032,RPJ,6,2026-08-26 19:56:00,2026-08-26 20:03:48,7.8,221.0,25.4,5.3,1,0,2,19,EXP,0.55,0.32,6,2.0
12032,UMB,7,2026-08-26 20:30:00,2026-08-26 20:45:42,15.7,249.0,7.8,14.4,0,0,2,20,EXP,0.55,0.95,7,2.0
12032,NDLS,8,2026-08-26 23:05:00,2026-08-26 23:24:54,19.9,447.0,15.7,15.9,0,0,2,23,EXP,0.55,0.95,8,0.0
12033,CNB,1,2026-08-26 06:00:00,2026-08-26 06:18:00,18.0,0.0,0.0,12.9,0,0,2,6,EXP,0.55,0.95,1,0.0
12033,ETW,2,2026-08-26 07:13:00,2026-08-26 07:16:12,3.2,134.0,18.0,6.4,0,0,2,7,EXP,0.55,0.28,2,2.0
12033,ALJN,3,2026-08-26 09:05:00,2026-08-26 09:14:12,9.2,299.0,3.2,9.2,0,0,2,9,EXP,0.55,0.39,3,2.0
12033,GZB,4,2026-08-26 10:33:00,2026-08-26 10:48:42,15.7,405.0,9.2,17.4,0,0,2,10,EXP,0.55,0.95,4,2.0
12033,NDLS,5,2026-08-26 11:20:00,2026-08-26 11:30:54,10.9,430.0,15.7,11.4,0,0,2,11,EXP,0.55,0.95,5,0.0
12034,NDLS,1,2026-08-26 15:50:00,2026-08-26 16:09:12,19.2,0.0,0.0,12.9,0,0,2,15,EXP,0.55,0.95,1,0.0
12034,GZB,2,2026-08-26 16:24:00,2026-08-26 17:03:00,39.0,25.0,19.2,14.4,3,0,2,16,EXP,0.55,0.95,2,2.0
12034,ETW,3,2026-08-26 19:10:00,2026-08-26 19:18:06,8.1,296.0,39.0,7.9,0,0,2,19,EXP,0.55,0.28,3,2.0
12034,CNB,4,2026-08-26 20:45:00,2026-08-26 21:00:42,15.7,430.0,8.1,17.4,0,0,2,20,EXP,0.55,0.95,4,0.0
12035,JP,1,2026-08-26 07:05:00,2026-08-26 07:27:42,22.7,0.0,0.0,10.0,2,0,2,7,EXP,0.55,0.71,1,0.0
12035,GADJ,2,2026-08-26 07:13:00,2026-08-26 07:28:54,15.9,5.0,22.7,5.6,1,0,2,7,EXP,0.55,0.22,2,2.0
12035,BTE,3,2026-08-26 09:22:00,2026-08-26 09:54:54,32.9,187.0,15.9,8.9,3,0,2,9,EXP,0.55,0.37,3,2.0
12035,AF,4,2026-08-26 10:35:00,2026-08-26 10:40:30,5.5,240.0,32.9,8.8,0,0,2,10,EXP,0.55,0.23,4,0.0
12036,AF,1,2026-08-26 17:40:00,2026-08-26 17:52:30,12.5,0.0,0.0,4.3,1,0,2,17,EXP,0.55,0.23,1,0.0
12036,BTE,2,2026-08-26 18:30:00,2026-08-26 18:38:36,8.6,53.0,12.5,7.4,0,0,2,18,EXP,0.55,0.37,2,2.0
12036,GADJ,3,2026-08-26 20:59:00,2026-08-26 21:08:54,9.9,235.0,8.6,7.1,1,0,2,20,EXP,0.55,0.22,3,2.0
12036,JP,4,2026-08-26 21:20:00,2026-08-26 21:51:42,31.7,240.0,9.9,14.5,1,0,2,21,EXP,0.55,0.71,4,0.0
12037,NDLS,1,2026-08-26 07:00:00,2026-08-26 07:19:12,19.2,0.0,0.0,12.9,0,0,2,7,EXP,0.55,0.95,1,0.0
12037,ROK,2,2026-08-26 08:17:00,2026-08-26 08:32:36,15.6,71.0,19.2,7.8,0,0,2,8,EXP,0.55,0.4,2,2.0
12037,JIND,3,2026-08-26 09:04:00,2026-08-26 09:08:36,4.6,128.0,15.6,7.7,0,0,2,9,EXP,0.55,0.27,3,2.0
12037,TUN,4,2026-08-26 09:48:00,2026-08-26 09:57:36,9.6,187.0,4.6,7.4,0,0,2,9,EXP,0.55,0.12,4,2.0
12037,SAG,5,2026-08-26 10:56:00,2026-08-26 11:01:00,5.0,250.0,9.6,1.8,0,0,2,10,EXP,0.55,0.15,5,2.0
12037,DUI,6,2026-08-26 11:17:00,2026-08-26 11:33:06,16.1,266.0,5.0,4.5,2,0,2,11,EXP,0.55,0.25,6,2.0
12037,LDH,7,2026-08-26 12:25:00,2026-08-26 12:56:12,31.2,328.0,16.1,14.0,0,0,2,12,EXP,0.55,0.92,7,0.0
12038,LDH,1,2026-08-26 16:40:00,2026-08-26 16:52:30,12.5,0.0,0.0,12.5,0,0,2,16,EXP,0.55,0.92,1,0.0
12038,DUI,2,2026-08-26 17:33:00,2026-08-26 17:46:30,13.5,61.0,12.5,6.0,2,0,2,17,EXP,0.55,0.25,2,2.0
12038,SAG,3,2026-08-26 17:48:00,2026-08-26 17:52:54,4.9,77.0,13.5,6.3,0,0,2,17,EXP,0.55,0.15,3,2.0
12038,TUN,4,2026-08-26 18:56:00,2026-08-26 19:06:48,10.8,140.0,4.9,7.4,0,0,2,18,EXP,0.55,0.12,4,2.0
